PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Delivery_Missing,Delivery_Delay_Days,Savings_Per_Unit,Total_Savings,Defect_Rate
PO-00592,DELTA_LOGISTICS,2022-02-17,2022-02-18,RAW MATERIALS,PENDING,790,26.8,25.62,115.0,YES,False,1.0,1.1799999999999997,932.1999999999998,0.14556962025316456
PO-00593,GAMMA_CO,2022-09-08,2022-09-27,MRO,PENDING,1547,61.12,53.43,77.0,YES,False,19.0,7.689999999999998,11896.429999999997,0.049773755656108594
PO-00594,DELTA_LOGISTICS,2023-05-02,2023-05-20,OFFICE SUPPLIES,CANCELLED,166,95.65,94.48,23.0,YES,False,18.0,1.1700000000000017,194.22000000000028,0.13855421686746988
PO-00595,ALPHA_INC,2023-09-18,2023-09-21,ELECTRONICS,DELIVERED,1903,83.49,82.33,43.0,YES,False,3.0,1.1599999999999966,2207.4799999999937,0.02259590120861797
PO-00596,DELTA_LOGISTICS,2022-03-16,2022-03-29,OFFICE SUPPLIES,PARTIALLY DELIVERED,840,83.42,80.35,153.0,YES,False,13.0,3.0700000000000074,2578.800000000006,0.18214285714285713
PO-00597,DELTA_LOGISTICS,2023-04-12,,MRO,DELIVERED,1200,74.49,64.63,161.0,YES,True,,9.86,11832.0,0.13416666666666666
PO-00598,GAMMA_CO,2023-03-01,2023-03-18,RAW MATERIALS,DELIVERED,1466,77.37,70.35,72.0,YES,False,17.0,7.02000000000001,10291.320000000014,0.04911323328785812
PO-00599,ALPHA_INC,2023-10-07,2023-10-21,OFFICE SUPPLIES,DELIVERED,1981,95.5,94.39,49.0,YES,False,14.0,1.1099999999999994,2198.909999999999,0.024734982332155476
PO-00600,GAMMA_CO,2023-08-13,2023-08-16,PACKAGING,DELIVERED,1062,35.55,32.38,0.0,YES,False,3.0,3.1699999999999946,3366.539999999994,0.0
PO-00601,ALPHA_INC,2022-07-19,2022-07-30,MRO,DELIVERED,1714,55.67,55.09,42.0,YES,False,11.0,0.5799999999999983,994.119999999997,0.024504084014002333
PO-00602,ALPHA_INC,2023-12-15,2023-12-30,OFFICE SUPPLIES,DELIVERED,1131,33.35,31.28,23.0,YES,False,15.0,2.0700000000000003,2341.1700000000005,0.020335985853227233
PO-00603,ALPHA_INC,2023-01-29,2023-02-15,OFFICE SUPPLIES,DELIVERED,683,104.82,101.34,0.0,YES,False,17.0,3.4799999999999898,2376.839999999993,0.0
PO-00604,GAMMA_CO,2023-05-22,2023-06-09,PACKAGING,PARTIALLY DELIVERED,562,102.56,90.88,38.0,YES,False,18.0,11.680000000000007,6564.1600000000035,0.06761565836298933
PO-00605,ALPHA_INC,2023-02-14,2023-02-20,ELECTRONICS,DELIVERED,1824,14.43,14.11,36.0,YES,False,6.0,0.3200000000000003,583.6800000000005,0.019736842105263157
PO-00606,BETA_SUPPLIES,2022-09-07,2022-09-12,ELECTRONICS,PARTIALLY DELIVERED,851,76.44,74.76,91.0,YES,False,5.0,1.6799999999999926,1429.6799999999937,0.10693301997649823
PO-00607,BETA_SUPPLIES,2022-06-01,2022-06-03,OFFICE SUPPLIES,DELIVERED,1169,95.6,82.16,103.0,YES,False,2.0,13.439999999999998,15711.359999999997,0.08810949529512403
PO-00608,EPSILON_GROUP,2023-11-03,2023-11-20,MRO,DELIVERED,1711,29.14,26.35,48.0,YES,False,17.0,2.789999999999999,4773.689999999999,0.028053769725306838
PO-00609,BETA_SUPPLIES,2023-12-06,2023-12-12,PACKAGING,PENDING,1191,68.14,61.71,112.0,YES,False,6.0,6.43,7658.13,0.09403862300587741
PO-00610,EPSILON_GROUP,2022-01-06,2022-01-14,ELECTRONICS,DELIVERED,609,92.39,82.75,29.0,YES,False,8.0,9.64,5870.76,0.047619047619047616
PO-00611,BETA_SUPPLIES,2022-04-20,2022-05-07,OFFICE SUPPLIES,DELIVERED,1674,13.25,11.77,181.0,YES,False,17.0,1.4800000000000004,2477.520000000001,0.1081242532855436
PO-00612,GAMMA_CO,2023-03-12,2023-03-15,MRO,DELIVERED,537,77.86,71.18,20.0,YES,False,3.0,6.679999999999993,3587.159999999996,0.037243947858473
PO-00613,EPSILON_GROUP,2022-08-13,2022-08-31,ELECTRONICS,DELIVERED,1310,38.05,37.0,45.0,YES,False,18.0,1.0499999999999972,1375.4999999999964,0.03435114503816794
PO-00614,DELTA_LOGISTICS,2022-06-30,2022-07-10,RAW MATERIALS,DELIVERED,1958,95.53,91.72,308.0,YES,False,10.0,3.8100000000000023,7459.980000000004,0.15730337078651685
PO-00615,DELTA_LOGISTICS,2023-12-14,2023-12-17,OFFICE SUPPLIES,DELIVERED,946,108.6,101.78,146.0,YES,False,3.0,6.819999999999993,6451.719999999994,0.1543340380549683
PO-00616,BETA_SUPPLIES,2023-06-15,2023-06-21,PACKAGING,PARTIALLY DELIVERED,1345,103.06,95.14,0.0,YES,False,6.0,7.920000000000002,10652.400000000001,0.0
PO-00617,DELTA_LOGISTICS,2023-04-21,2023-05-10,MRO,DELIVERED,1262,56.63,51.46,0.0,NO,False,19.0,5.170000000000002,6524.540000000002,0.0
PO-00618,BETA_SUPPLIES,2022-02-21,2022-03-13,OFFICE SUPPLIES,PENDING,753,88.02,79.92,75.0,YES,False,20.0,8.099999999999994,6099.299999999996,0.099601593625498
PO-00619,BETA_SUPPLIES,2023-07-25,2023-08-14,ELECTRONICS,DELIVERED,1520,93.75,81.63,149.0,YES,False,20.0,12.120000000000005,18422.40000000001,0.09802631578947368
PO-00620,DELTA_LOGISTICS,2022-09-13,2022-10-02,OFFICE SUPPLIES,DELIVERED,630,40.27,37.54,76.0,YES,False,19.0,2.730000000000004,1719.9000000000026,0.12063492063492064
PO-00621,DELTA_LOGISTICS,2022-05-05,2022-05-06,OFFICE SUPPLIES,DELIVERED,839,86.29,82.51,110.0,YES,False,1.0,3.780000000000001,3171.420000000001,0.13110846245530394
PO-00622,ALPHA_INC,2023-04-13,2023-05-02,ELECTRONICS,DELIVERED,910,14.33,14.07,27.0,YES,False,19.0,0.2599999999999998,236.5999999999998,0.02967032967032967
PO-00623,EPSILON_GROUP,2022-05-17,2022-05-24,RAW MATERIALS,DELIVERED,296,64.94,63.61,0.0,YES,False,7.0,1.3299999999999983,393.6799999999995,0.0
PO-00624,BETA_SUPPLIES,2023-04-21,2023-05-05,MRO,DELIVERED,1149,33.0,30.65,141.0,YES,False,14.0,2.3500000000000014,2700.1500000000015,0.1227154046997389
PO-00625,DELTA_LOGISTICS,2023-11-15,2023-11-16,ELECTRONICS,DELIVERED,203,23.14,20.0,0.0,NO,False,1.0,3.1400000000000006,637.4200000000001,0.0
PO-00626,EPSILON_GROUP,2023-06-28,2023-07-16,OFFICE SUPPLIES,DELIVERED,1729,18.36,16.34,47.0,YES,False,18.0,2.0199999999999996,3492.5799999999995,0.027183342972816656
PO-00627,DELTA_LOGISTICS,2023-07-27,2023-08-06,OFFICE SUPPLIES,DELIVERED,1508,79.21,73.27,226.0,YES,False,10.0,5.939999999999998,8957.519999999997,0.14986737400530503
PO-00628,DELTA_LOGISTICS,2023-09-02,2023-09-15,PACKAGING,PARTIALLY DELIVERED,1046,44.65,40.1,165.0,NO,False,13.0,4.549999999999997,4759.299999999997,0.1577437858508604
PO-00629,ALPHA_INC,2022-11-21,2022-11-24,OFFICE SUPPLIES,DELIVERED,1159,78.99,71.69,14.0,YES,False,3.0,7.299999999999997,8460.699999999997,0.012079378774805867
PO-00630,BETA_SUPPLIES,2023-03-30,2023-04-05,ELECTRONICS,DELIVERED,746,16.99,15.35,69.0,NO,False,6.0,1.6399999999999988,1223.4399999999991,0.09249329758713137
PO-00631,BETA_SUPPLIES,2023-09-20,2023-10-06,PACKAGING,DELIVERED,1358,42.21,38.75,128.0,YES,False,16.0,3.460000000000001,4698.680000000001,0.09425625920471281
PO-00632,GAMMA_CO,2023-06-01,2023-06-12,OFFICE SUPPLIES,DELIVERED,1293,63.53,59.42,79.0,YES,False,11.0,4.109999999999999,5314.23,0.06109822119102862
PO-00633,ALPHA_INC,2023-03-13,2023-03-24,ELECTRONICS,DELIVERED,1142,86.85,74.28,30.0,YES,False,11.0,12.569999999999993,14354.939999999991,0.02626970227670753
PO-00634,EPSILON_GROUP,2023-07-16,2023-07-27,MRO,DELIVERED,1120,42.17,37.47,33.0,YES,False,11.0,4.700000000000003,5264.000000000004,0.029464285714285714
PO-00635,ALPHA_INC,2023-04-02,2023-04-14,MRO,DELIVERED,1058,71.3,62.04,0.0,YES,False,12.0,9.259999999999998,9797.079999999998,0.0
PO-00636,EPSILON_GROUP,2022-06-12,,OFFICE SUPPLIES,DELIVERED,143,91.98,86.02,5.0,YES,True,,5.960000000000008,852.2800000000011,0.03496503496503497
PO-00637,BETA_SUPPLIES,2023-05-02,2023-05-14,MRO,DELIVERED,1823,70.66,66.92,202.0,YES,False,12.0,3.739999999999995,6818.01999999999,0.11080636313768513
PO-00638,GAMMA_CO,2023-04-06,2023-04-10,OFFICE SUPPLIES,DELIVERED,1007,33.29,28.48,49.0,YES,False,4.0,4.809999999999999,4843.669999999999,0.04865938430983118
PO-00639,GAMMA_CO,2022-09-23,2022-10-08,PACKAGING,DELIVERED,1061,12.68,12.36,56.0,NO,False,15.0,0.3200000000000003,339.5200000000003,0.0527803958529689
PO-00640,BETA_SUPPLIES,2022-09-11,2022-09-26,MRO,PENDING,502,91.84,82.33,0.0,YES,False,15.0,9.510000000000005,4774.020000000002,0.0
PO-00641,DELTA_LOGISTICS,2023-10-15,2023-10-19,PACKAGING,DELIVERED,1277,13.17,11.63,199.0,NO,False,4.0,1.5399999999999991,1966.579999999999,0.1558339859044636
PO-00642,ALPHA_INC,2022-10-11,2022-10-24,PACKAGING,DELIVERED,961,92.72,88.49,22.0,YES,False,13.0,4.230000000000004,4065.030000000004,0.022892819979188347
PO-00643,GAMMA_CO,2023-06-18,2023-07-02,PACKAGING,DELIVERED,267,62.5,61.18,17.0,YES,False,14.0,1.3200000000000003,352.44000000000005,0.06367041198501873
PO-00644,DELTA_LOGISTICS,2023-05-12,2023-05-18,RAW MATERIALS,CANCELLED,523,102.08,99.59,0.0,YES,False,6.0,2.489999999999995,1302.2699999999973,0.0
PO-00645,EPSILON_GROUP,2023-10-04,2023-10-23,ELECTRONICS,PENDING,481,90.49,77.17,0.0,YES,False,19.0,13.319999999999993,6406.919999999996,0.0
PO-00646,GAMMA_CO,2022-09-02,2022-09-09,OFFICE SUPPLIES,DELIVERED,390,103.81,100.12,20.0,YES,False,7.0,3.6899999999999977,1439.099999999999,0.05128205128205128
PO-00647,EPSILON_GROUP,2022-10-09,2022-10-25,PACKAGING,DELIVERED,600,43.43,38.76,22.0,YES,False,16.0,4.670000000000002,2802.000000000001,0.03666666666666667
PO-00648,DELTA_LOGISTICS,2023-03-27,,OFFICE SUPPLIES,DELIVERED,1685,84.58,75.21,253.0,NO,True,,9.370000000000005,15788.450000000008,0.15014836795252226
PO-00649,EPSILON_GROUP,2022-03-21,2022-03-31,PACKAGING,CANCELLED,1362,46.64,42.85,33.0,YES,False,10.0,3.789999999999999,5161.979999999999,0.024229074889867842
PO-00650,DELTA_LOGISTICS,2024-01-01,2024-01-04,ELECTRONICS,PENDING,1327,59.57,56.44,169.0,YES,False,3.0,3.1300000000000026,4153.510000000003,0.12735493594574226
PO-00651,EPSILON_GROUP,2022-10-20,,MRO,DELIVERED,1807,69.47,60.0,50.0,YES,True,,9.469999999999999,17112.289999999997,0.02767017155506364
PO-00652,ALPHA_INC,2022-08-29,2022-09-06,OFFICE SUPPLIES,PENDING,406,91.73,89.13,0.0,YES,False,8.0,2.6000000000000085,1055.6000000000035,0.0
PO-00653,GAMMA_CO,2022-10-06,2022-10-18,RAW MATERIALS,PARTIALLY DELIVERED,72,103.0,89.49,1.0,NO,False,12.0,13.510000000000005,972.7200000000004,0.013888888888888888
PO-00654,GAMMA_CO,2022-12-10,2022-12-20,OFFICE SUPPLIES,DELIVERED,1835,83.5,82.36,85.0,NO,False,10.0,1.1400000000000006,2091.900000000001,0.04632152588555858
PO-00655,DELTA_LOGISTICS,2022-11-24,2022-12-10,ELECTRONICS,PENDING,571,49.98,45.58,0.0,NO,False,16.0,4.399999999999999,2512.399999999999,0.0
PO-00656,EPSILON_GROUP,2023-07-08,2023-07-09,PACKAGING,DELIVERED,1831,52.24,50.44,60.0,YES,False,1.0,1.8000000000000043,3295.800000000008,0.03276897870016385
PO-00657,BETA_SUPPLIES,2022-03-24,2022-04-07,OFFICE SUPPLIES,PENDING,1910,77.15,68.49,170.0,YES,False,14.0,8.66000000000001,16540.60000000002,0.08900523560209424
PO-00658,GAMMA_CO,2022-05-22,2022-05-31,ELECTRONICS,PARTIALLY DELIVERED,1173,32.12,29.18,0.0,YES,False,9.0,2.9399999999999977,3448.619999999997,0.0
PO-00659,EPSILON_GROUP,2022-06-04,2022-06-17,PACKAGING,PARTIALLY DELIVERED,851,20.44,19.22,22.0,YES,False,13.0,1.2200000000000024,1038.220000000002,0.025851938895417155
PO-00660,EPSILON_GROUP,2022-08-25,2022-09-07,MRO,CANCELLED,1253,43.38,38.01,34.0,YES,False,13.0,5.3700000000000045,6728.610000000006,0.02713487629688747
PO-00661,ALPHA_INC,2023-01-28,2023-02-15,ELECTRONICS,DELIVERED,1296,38.0,33.42,33.0,YES,False,18.0,4.579999999999998,5935.679999999998,0.02546296296296296
PO-00662,BETA_SUPPLIES,2023-12-12,2023-12-30,RAW MATERIALS,DELIVERED,1979,40.88,39.46,221.0,YES,False,18.0,1.4200000000000017,2810.1800000000035,0.11167256189994947
PO-00663,GAMMA_CO,2022-06-06,2022-06-19,OFFICE SUPPLIES,DELIVERED,811,31.8,30.33,58.0,YES,False,13.0,1.4700000000000024,1192.170000000002,0.07151664611590629
PO-00664,ALPHA_INC,2023-12-25,2024-01-12,ELECTRONICS,DELIVERED,1732,15.37,14.7,38.0,YES,False,18.0,0.6699999999999999,1160.4399999999998,0.021939953810623556
PO-00665,BETA_SUPPLIES,2022-08-08,2022-08-28,PACKAGING,DELIVERED,491,12.01,11.67,47.0,YES,False,20.0,0.33999999999999986,166.93999999999994,0.09572301425661914
PO-00666,GAMMA_CO,2022-03-07,2022-03-11,PACKAGING,CANCELLED,1681,99.88,96.38,90.0,YES,False,4.0,3.5,5883.5,0.05353955978584176
PO-00667,ALPHA_INC,2023-03-01,2023-03-05,RAW MATERIALS,PARTIALLY DELIVERED,818,51.89,47.85,12.0,YES,False,4.0,4.039999999999999,3304.7199999999993,0.014669926650366748
PO-00668,BETA_SUPPLIES,2023-02-22,2023-03-05,OFFICE SUPPLIES,DELIVERED,1065,47.49,41.42,113.0,YES,False,11.0,6.07,6464.55,0.10610328638497653
PO-00669,GAMMA_CO,2022-12-05,2022-12-17,PACKAGING,DELIVERED,1398,75.08,67.09,57.0,YES,False,12.0,7.989999999999995,11170.019999999993,0.0407725321888412
PO-00670,BETA_SUPPLIES,2023-07-10,2023-07-17,PACKAGING,DELIVERED,565,32.31,29.76,60.0,YES,False,7.0,2.5500000000000007,1440.7500000000005,0.10619469026548672
PO-00671,EPSILON_GROUP,2023-04-23,2023-05-06,PACKAGING,PENDING,1089,102.66,89.21,33.0,YES,False,13.0,13.450000000000003,14647.050000000003,0.030303030303030304
PO-00672,DELTA_LOGISTICS,2023-03-02,2023-03-04,ELECTRONICS,DELIVERED,841,86.43,83.77,125.0,NO,False,2.0,2.660000000000011,2237.060000000009,0.14863258026159334
PO-00673,DELTA_LOGISTICS,2022-03-05,2022-03-16,ELECTRONICS,DELIVERED,385,18.23,17.74,0.0,YES,False,11.0,0.490000000000002,188.65000000000077,0.0
PO-00674,EPSILON_GROUP,2022-07-31,2022-08-17,OFFICE SUPPLIES,DELIVERED,1832,49.01,41.86,52.0,YES,False,17.0,7.149999999999999,13098.799999999997,0.028384279475982533
PO-00675,BETA_SUPPLIES,2023-03-07,2023-03-27,RAW MATERIALS,DELIVERED,307,95.36,83.63,29.0,YES,False,20.0,11.730000000000004,3601.110000000001,0.09446254071661238
PO-00676,EPSILON_GROUP,2023-02-03,2023-02-08,OFFICE SUPPLIES,DELIVERED,546,101.2,97.82,21.0,YES,False,5.0,3.3800000000000097,1845.4800000000052,0.038461538461538464
PO-00677,DELTA_LOGISTICS,2023-08-22,2023-09-11,RAW MATERIALS,DELIVERED,945,57.01,55.14,147.0,NO,False,20.0,1.8699999999999974,1767.1499999999976,0.15555555555555556
PO-00678,DELTA_LOGISTICS,2023-12-14,2023-12-27,MRO,PENDING,209,72.71,64.34,39.0,YES,False,13.0,8.36999999999999,1749.3299999999979,0.18660287081339713
PO-00679,BETA_SUPPLIES,2022-01-21,,PACKAGING,DELIVERED,1548,25.03,22.87,0.0,YES,True,,2.16,3343.6800000000003,0.0
PO-00680,DELTA_LOGISTICS,2023-08-13,2023-08-23,RAW MATERIALS,DELIVERED,901,108.63,106.3,141.0,YES,False,10.0,2.3299999999999983,2099.3299999999986,0.1564927857935627
PO-00681,EPSILON_GROUP,2023-01-25,2023-02-11,PACKAGING,DELIVERED,1737,32.7,31.02,48.0,YES,False,17.0,1.6800000000000033,2918.1600000000058,0.027633851468048358
PO-00682,BETA_SUPPLIES,2023-05-04,2023-05-22,RAW MATERIALS,DELIVERED,1981,102.43,90.99,204.0,YES,False,18.0,11.440000000000012,22662.640000000025,0.10297829379101464
PO-00683,EPSILON_GROUP,2022-01-07,2022-01-26,MRO,PENDING,739,68.47,66.09,19.0,YES,False,19.0,2.3799999999999955,1758.8199999999965,0.02571041948579161
PO-00684,BETA_SUPPLIES,2022-12-27,2022-12-28,RAW MATERIALS,DELIVERED,1748,68.25,62.84,171.0,YES,False,1.0,5.409999999999997,9456.679999999995,0.09782608695652174
PO-00685,DELTA_LOGISTICS,2022-11-02,2022-11-06,OFFICE SUPPLIES,CANCELLED,429,58.95,55.35,59.0,NO,False,4.0,3.6000000000000014,1544.4000000000005,0.13752913752913754
PO-00686,GAMMA_CO,2023-02-04,,ELECTRONICS,DELIVERED,1618,32.76,28.41,62.0,YES,True,,4.349999999999998,7038.2999999999965,0.038318912237330034
PO-00687,BETA_SUPPLIES,2023-03-06,2023-03-07,PACKAGING,DELIVERED,1006,27.7,23.66,101.0,NO,False,1.0,4.039999999999999,4064.2399999999993,0.10039761431411531
PO-00688,BETA_SUPPLIES,2023-07-06,2023-07-15,ELECTRONICS,PARTIALLY DELIVERED,740,32.53,29.35,84.0,YES,False,9.0,3.1799999999999997,2353.2,0.11351351351351352
PO-00689,GAMMA_CO,2023-07-14,,RAW MATERIALS,DELIVERED,1500,29.19,27.24,72.0,YES,True,,1.9500000000000028,2925.000000000004,0.048
PO-00690,DELTA_LOGISTICS,2023-09-10,2023-09-29,OFFICE SUPPLIES,CANCELLED,1686,88.18,77.15,0.0,YES,False,19.0,11.030000000000001,18596.58,0.0
PO-00691,EPSILON_GROUP,2022-08-14,2022-08-16,RAW MATERIALS,CANCELLED,1341,42.96,41.75,39.0,YES,False,2.0,1.2100000000000009,1622.610000000001,0.029082774049217
PO-00692,ALPHA_INC,2023-05-15,2023-05-21,MRO,CANCELLED,1908,16.42,15.31,36.0,YES,False,6.0,1.1100000000000012,2117.8800000000024,0.018867924528301886
PO-00693,GAMMA_CO,2022-08-13,2022-09-02,MRO,PARTIALLY DELIVERED,1650,100.62,90.45,85.0,YES,False,20.0,10.170000000000002,16780.500000000004,0.051515151515151514
PO-00694,ALPHA_INC,2022-10-07,2022-10-20,MRO,DELIVERED,1490,93.57,81.68,29.0,YES,False,13.0,11.889999999999986,17716.09999999998,0.019463087248322148
PO-00695,DELTA_LOGISTICS,2023-03-23,2023-03-31,RAW MATERIALS,DELIVERED,1241,100.04,97.56,187.0,YES,False,8.0,2.480000000000004,3077.680000000005,0.1506849315068493
PO-00696,BETA_SUPPLIES,2023-05-13,2023-05-17,MRO,DELIVERED,1915,107.51,102.66,184.0,YES,False,4.0,4.8500000000000085,9287.750000000016,0.09608355091383812
PO-00697,BETA_SUPPLIES,2022-01-30,2022-02-14,RAW MATERIALS,DELIVERED,1116,25.65,24.28,121.0,YES,False,15.0,1.3699999999999974,1528.9199999999971,0.10842293906810035
PO-00698,DELTA_LOGISTICS,2023-02-03,2023-02-08,RAW MATERIALS,DELIVERED,1629,48.63,43.28,260.0,YES,False,5.0,5.350000000000001,8715.150000000001,0.1596071209330878
PO-00699,EPSILON_GROUP,2022-12-11,2022-12-18,OFFICE SUPPLIES,DELIVERED,334,82.54,74.63,0.0,YES,False,7.0,7.910000000000011,2641.9400000000037,0.0
PO-00700,EPSILON_GROUP,2023-11-16,2023-12-06,PACKAGING,DELIVERED,446,80.63,70.37,0.0,YES,False,20.0,10.259999999999991,4575.9599999999955,0.0
PO-00701,DELTA_LOGISTICS,2023-11-27,,ELECTRONICS,DELIVERED,61,26.47,24.62,6.0,YES,True,,1.8499999999999979,112.84999999999987,0.09836065573770492
PO-00702,DELTA_LOGISTICS,2023-02-19,2023-02-21,PACKAGING,DELIVERED,1680,88.85,87.53,0.0,YES,False,2.0,1.3199999999999932,2217.5999999999885,0.0
PO-00703,DELTA_LOGISTICS,2022-06-19,2022-07-06,ELECTRONICS,DELIVERED,1375,30.95,30.02,223.0,YES,False,17.0,0.9299999999999997,1278.7499999999995,0.16218181818181818
PO-00704,DELTA_LOGISTICS,2023-04-24,2023-05-05,ELECTRONICS,PARTIALLY DELIVERED,1971,32.4,30.48,321.0,YES,False,11.0,1.9199999999999982,3784.3199999999965,0.1628614916286149
PO-00705,DELTA_LOGISTICS,2022-05-11,,RAW MATERIALS,PENDING,1326,59.49,56.21,0.0,YES,True,,3.280000000000001,4349.280000000002,0.0
PO-00706,DELTA_LOGISTICS,2023-09-30,2023-10-13,MRO,CANCELLED,548,69.7,61.87,90.0,YES,False,13.0,7.830000000000005,4290.840000000003,0.16423357664233576
PO-00707,BETA_SUPPLIES,2023-07-01,2023-07-07,MRO,DELIVERED,803,67.81,61.53,78.0,YES,False,6.0,6.280000000000001,5042.840000000001,0.09713574097135741
PO-00708,ALPHA_INC,2022-01-28,2022-02-15,MRO,DELIVERED,84,18.23,15.55,0.0,YES,False,18.0,2.6799999999999997,225.11999999999998,0.0
PO-00709,EPSILON_GROUP,2023-02-08,2023-02-20,PACKAGING,DELIVERED,776,94.75,90.89,19.0,YES,False,12.0,3.8599999999999994,2995.3599999999997,0.024484536082474227
PO-00710,ALPHA_INC,2023-08-30,2023-09-08,MRO,DELIVERED,898,37.12,35.54,18.0,NO,False,9.0,1.5799999999999983,1418.8399999999986,0.0200445434298441
PO-00711,BETA_SUPPLIES,2023-08-01,2023-08-08,OFFICE SUPPLIES,CANCELLED,139,23.71,20.18,14.0,YES,False,7.0,3.530000000000001,490.6700000000002,0.10071942446043165
PO-00712,GAMMA_CO,2023-11-10,,RAW MATERIALS,DELIVERED,825,99.89,97.65,30.0,YES,True,,2.239999999999995,1847.9999999999957,0.03636363636363636
PO-00713,ALPHA_INC,2022-01-28,2022-02-07,MRO,DELIVERED,654,96.01,90.31,10.0,YES,False,10.0,5.700000000000003,3727.800000000002,0.01529051987767584
PO-00714,GAMMA_CO,2022-03-27,2022-04-06,MRO,DELIVERED,1995,88.47,82.65,87.0,NO,False,10.0,5.819999999999993,11610.899999999987,0.04360902255639098
PO-00715,BETA_SUPPLIES,2023-10-21,2023-10-28,MRO,DELIVERED,1019,91.56,77.93,111.0,NO,False,7.0,13.629999999999995,13888.969999999996,0.10893032384690873
PO-00716,EPSILON_GROUP,2023-03-15,2023-03-31,PACKAGING,PENDING,1675,73.8,65.34,42.0,YES,False,16.0,8.459999999999994,14170.499999999989,0.02507462686567164
PO-00717,GAMMA_CO,2022-05-19,2022-05-31,RAW MATERIALS,PENDING,1071,60.77,58.5,0.0,YES,False,12.0,2.270000000000003,2431.1700000000033,0.0
PO-00718,BETA_SUPPLIES,2023-04-18,2023-04-27,OFFICE SUPPLIES,DELIVERED,467,19.17,17.11,49.0,YES,False,9.0,2.0600000000000023,962.0200000000011,0.10492505353319058
PO-00719,DELTA_LOGISTICS,2022-07-06,2022-07-25,MRO,PENDING,164,48.16,47.46,27.0,YES,False,19.0,0.6999999999999957,114.7999999999993,0.16463414634146342
PO-00720,EPSILON_GROUP,2022-02-21,2022-03-06,ELECTRONICS,CANCELLED,666,43.76,41.13,18.0,YES,False,13.0,2.6299999999999955,1751.579999999997,0.02702702702702703
PO-00721,DELTA_LOGISTICS,2022-09-24,2022-10-07,PACKAGING,PARTIALLY DELIVERED,1976,34.71,31.56,286.0,NO,False,13.0,3.150000000000002,6224.400000000004,0.14473684210526316
PO-00722,EPSILON_GROUP,2023-01-24,2023-01-29,MRO,DELIVERED,1269,79.61,71.86,47.0,YES,False,5.0,7.75,9834.75,0.037037037037037035
PO-00723,EPSILON_GROUP,2022-12-02,2022-12-12,MRO,DELIVERED,875,57.63,51.8,16.0,YES,False,10.0,5.830000000000005,5101.250000000005,0.018285714285714287
PO-00724,ALPHA_INC,2022-08-05,,PACKAGING,PARTIALLY DELIVERED,1574,17.9,15.85,31.0,YES,True,,2.049999999999999,3226.6999999999985,0.019695044472681066
PO-00725,EPSILON_GROUP,2023-04-11,2023-04-26,OFFICE SUPPLIES,PARTIALLY DELIVERED,1699,32.05,29.34,69.0,YES,False,15.0,2.7099999999999973,4604.289999999995,0.04061212477928193
PO-00726,ALPHA_INC,2022-12-01,2022-12-17,ELECTRONICS,DELIVERED,1566,75.43,71.27,27.0,YES,False,16.0,4.160000000000011,6514.560000000017,0.017241379310344827
PO-00727,GAMMA_CO,2022-12-12,2022-12-30,ELECTRONICS,DELIVERED,1148,17.78,17.16,61.0,YES,False,18.0,0.620000000000001,711.7600000000011,0.05313588850174216
PO-00728,EPSILON_GROUP,2023-01-24,2023-02-11,OFFICE SUPPLIES,DELIVERED,462,91.81,83.14,11.0,YES,False,18.0,8.670000000000002,4005.540000000001,0.023809523809523808
PO-00729,GAMMA_CO,2022-10-12,2022-10-17,PACKAGING,DELIVERED,1449,57.02,49.28,71.0,YES,False,5.0,7.740000000000002,11215.260000000002,0.04899930986887509
PO-00730,EPSILON_GROUP,2023-03-08,2023-03-27,MRO,DELIVERED,1493,56.98,52.51,43.0,YES,False,19.0,4.469999999999999,6673.709999999998,0.028801071667782986
PO-00731,ALPHA_INC,2022-09-16,2022-09-18,OFFICE SUPPLIES,DELIVERED,778,65.85,62.08,0.0,NO,False,2.0,3.769999999999996,2933.0599999999968,0.0
PO-00732,DELTA_LOGISTICS,2022-03-25,2022-04-11,PACKAGING,PARTIALLY DELIVERED,1350,85.06,82.34,0.0,NO,False,17.0,2.719999999999999,3671.9999999999986,0.0
PO-00733,EPSILON_GROUP,2023-04-27,2023-05-05,PACKAGING,DELIVERED,1070,44.4,40.07,26.0,YES,False,8.0,4.329999999999998,4633.0999999999985,0.024299065420560748
PO-00734,BETA_SUPPLIES,2022-01-20,2022-02-03,PACKAGING,PENDING,810,71.02,66.8,73.0,YES,False,14.0,4.219999999999999,3418.199999999999,0.09012345679012346
PO-00735,DELTA_LOGISTICS,2023-07-07,2023-07-23,PACKAGING,CANCELLED,725,66.4,62.1,118.0,YES,False,16.0,4.300000000000004,3117.500000000003,0.16275862068965516
PO-00736,ALPHA_INC,2022-02-23,2022-02-28,ELECTRONICS,DELIVERED,1467,34.2,30.5,25.0,YES,False,5.0,3.700000000000003,5427.900000000004,0.017041581458759374
PO-00737,BETA_SUPPLIES,2022-12-25,2023-01-12,PACKAGING,DELIVERED,1942,93.98,81.31,198.0,YES,False,18.0,12.670000000000002,24605.140000000003,0.101956745623069
PO-00738,GAMMA_CO,2022-08-18,,OFFICE SUPPLIES,DELIVERED,506,84.63,72.69,20.0,YES,True,,11.939999999999998,6041.6399999999985,0.039525691699604744
